season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2010/11,78007,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2015/16,78007,50,43,98,1914,6,3,3,39,0,0,0,1,0,0,7,273,0.0,0.0,0.0,0.0
2016/17,78007,55,62,178,2714,16,3,9,54,0,0,1,1,0,0,17,553,835.2,474.6,1007.0,231.6
2017/18,78007,75,70,110,2450,8,4,7,38,0,0,0,3,0,0,10,381,577.0,556.7,902.0,203.7
2018/19,78007,65,64,141,2963,12,3,10,57,0,0,1,3,0,0,20,457,655.4,535.7,1058.0,223.8
2019/20,78007,65,61,99,2010,6,5,4,37,0,0,0,0,0,0,11,313,435.8,412.7,506.0,135.1
