season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2016/17,83314,55,53,76,2691,2,1,9,47,0,0,0,6,1,0,1,286,284.6,234.4,259.0,77.4
2017/18,83314,55,54,85,2326,2,2,9,28,0,0,0,1,0,0,1,307,265.6,408.2,335.0,100.9
2018/19,83314,55,52,73,2058,2,2,4,44,0,0,0,4,0,0,3,243,233.8,205.3,269.0,70.6
2019/20,83314,55,54,67,1930,2,2,10,30,0,0,0,8,0,0,4,197,269.8,213.7,282.0,76.5
