season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2015/16,153256,55,52,25,792,0,1,5,8,0,0,0,3,0,0,0,145,0.0,0.0,0.0,0.0
2016/17,153256,50,45,26,694,0,1,3,9,0,0,0,1,0,0,0,133,89.0,108.6,116.0,31.1
2017/18,153256,45,42,22,865,0,1,3,12,0,0,0,3,1,0,0,156,138.2,194.4,92.0,42.5
2018/19,153256,45,42,10,377,0,0,0,5,0,0,0,0,0,0,0,59,86.6,76.7,63.0,22.7
2019/20,153256,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
